style,brand,color,price,occasion,match_success
SOC,Nike,WHT,934,sport,0
ESP,Nike,BLK,675,sport,1
VIN,Vans,WHT,768,formal,1
FAS,Nike,NEU,698,sport,1
CAS,Nike,COL,828,casual,1
CAS,Vans,BLK,553,casual,0
FAS,New Balance,NEU,500,casual,1
FAS,Vans,BLK,403,formal,1
SOC,New Balance,COL,810,sport,0
SOC,Adidas,BLK,530,casual,0
VIN,Nike,WHT,158,casual,1
FAS,Converse,NEU,701,sport,1
SOC,New Balance,COL,428,formal,0
CAS,Vans,BLK,983,casual,0
CAS,Adidas,BLK,203,formal,1
CAS,New Balance,BLK,830,sport,1
VIN,Adidas,BLK,503,casual,1
CAS,Adidas,COL,503,sport,1
FAS,Vans,NEU,244,sport,1
CAS,Vans,COL,540,casual,1
VIN,Adidas,WHT,383,sport,1
SOC,Vans,NEU,831,formal,0
ESP,Nike,COL,237,formal,1
CAS,Converse,COL,203,formal,1
CAS,New Balance,WHT,306,sport,1
SOC,New Balance,WHT,816,casual,0
FAS,New Balance,BLK,498,formal,1
CAS,Converse,NEU,981,sport,0
ESP,Nike,BLK,251,sport,0
CAS,Nike,NEU,244,formal,0
CAS,Converse,WHT,986,formal,1
FAS,New Balance,NEU,204,sport,0
CAS,Vans,WHT,636,formal,0
CAS,Vans,COL,239,casual,1
SOC,Vans,BLK,690,formal,1
VIN,Nike,NEU,474,formal,1
FAS,Adidas,BLK,139,sport,1
ESP,Vans,NEU,608,casual,1
ESP,Vans,NEU,918,formal,1
VIN,Vans,BLK,620,casual,0
CAS,Vans,COL,862,formal,1
SOC,New Balance,BLK,480,formal,0
VIN,New Balance,COL,419,casual,1
SOC,Converse,WHT,306,formal,0
SOC,Converse,WHT,744,casual,1
ESP,New Balance,WHT,220,casual,1
FAS,Nike,WHT,246,sport,0
FAS,Adidas,NEU,467,casual,1
VIN,New Balance,BLK,573,casual,1
VIN,New Balance,COL,404,formal,1
SOC,New Balance,COL,792,formal,1
ESP,Vans,BLK,219,formal,0
VIN,New Balance,COL,212,casual,0
CAS,Adidas,WHT,685,sport,1
ESP,Adidas,WHT,790,formal,1
ESP,New Balance,BLK,928,formal,0
ESP,Vans,COL,138,casual,0
VIN,Nike,COL,930,casual,1
FAS,Converse,COL,800,sport,1
SOC,Nike,COL,225,casual,0
FAS,Vans,NEU,165,casual,1
VIN,Converse,COL,929,casual,0
SOC,Converse,WHT,688,formal,1
VIN,Vans,NEU,437,sport,1
FAS,New Balance,WHT,142,sport,0
FAS,Converse,BLK,147,casual,0
CAS,Converse,COL,807,casual,1
ESP,Vans,WHT,472,casual,1
VIN,Adidas,BLK,911,sport,0
FAS,Converse,NEU,131,sport,0
CAS,Vans,BLK,498,casual,1
ESP,Vans,BLK,932,formal,1
ESP,Vans,COL,955,formal,1
VIN,Nike,WHT,962,formal,0
CAS,Vans,WHT,315,formal,1
SOC,Adidas,BLK,749,casual,0
FAS,New Balance,BLK,902,sport,1
CAS,Nike,COL,559,formal,1
SOC,Nike,NEU,131,casual,0
FAS,New Balance,WHT,699,formal,0
VIN,Converse,NEU,720,casual,1
VIN,New Balance,BLK,928,formal,0
ESP,Adidas,WHT,470,formal,1
VIN,Vans,NEU,238,casual,1
SOC,Adidas,WHT,155,sport,1
FAS,Converse,WHT,905,formal,1
VIN,New Balance,NEU,791,formal,0
FAS,Converse,WHT,564,sport,0
CAS,Vans,WHT,385,sport,0
VIN,Nike,NEU,517,sport,0
ESP,Nike,BLK,859,casual,1
SOC,Converse,COL,841,casual,0
CAS,New Balance,COL,227,sport,0
FAS,Vans,WHT,285,casual,0
CAS,Nike,BLK,866,casual,0
VIN,New Balance,COL,789,casual,1
VIN,Converse,BLK,738,casual,1
VIN,New Balance,NEU,706,sport,1
VIN,New Balance,WHT,969,casual,1
SOC,Converse,WHT,340,casual,1
VIN,Vans,BLK,354,casual,1
ESP,Converse,BLK,826,formal,0
ESP,New Balance,COL,891,casual,1
ESP,New Balance,NEU,302,formal,0
VIN,Adidas,NEU,491,formal,1
SOC,Adidas,BLK,134,formal,1
VIN,Adidas,BLK,313,formal,0
SOC,New Balance,COL,222,formal,0
FAS,Converse,NEU,441,casual,1
ESP,Nike,NEU,162,formal,1
CAS,Nike,BLK,206,casual,1
VIN,Nike,NEU,943,formal,1
FAS,Vans,WHT,234,casual,0
VIN,Adidas,COL,322,formal,0
VIN,Vans,BLK,247,casual,1
VIN,Nike,BLK,640,formal,0
CAS,Vans,WHT,633,sport,0
ESP,New Balance,BLK,816,sport,1
VIN,Adidas,NEU,804,formal,1
SOC,Adidas,BLK,408,formal,1
SOC,Nike,WHT,249,sport,0
FAS,Nike,WHT,310,sport,1
FAS,New Balance,COL,103,formal,1
CAS,Nike,NEU,296,casual,1
VIN,New Balance,BLK,225,casual,1
FAS,Vans,WHT,477,casual,1
ESP,Adidas,COL,920,sport,1
SOC,Nike,COL,900,sport,0
FAS,Converse,BLK,994,formal,1
VIN,Nike,COL,937,sport,0
VIN,Adidas,BLK,110,formal,1
CAS,Vans,NEU,538,formal,1
SOC,Converse,WHT,213,sport,0
CAS,Converse,NEU,703,casual,1
CAS,Converse,COL,994,sport,1
ESP,Converse,NEU,676,sport,1
FAS,Adidas,BLK,805,casual,1
VIN,Nike,NEU,128,casual,1
FAS,Vans,WHT,571,formal,0
FAS,Adidas,BLK,504,formal,1
FAS,Converse,NEU,999,casual,1
SOC,Converse,NEU,827,sport,1
SOC,Vans,WHT,173,casual,1
VIN,Nike,BLK,421,formal,0
CAS,Converse,BLK,607,casual,1
VIN,New Balance,COL,328,formal,1
FAS,Vans,BLK,596,casual,1
VIN,Adidas,WHT,513,formal,1
ESP,Nike,NEU,988,sport,1
FAS,New Balance,BLK,442,casual,0
SOC,Converse,WHT,584,sport,0
ESP,Converse,WHT,490,formal,1
FAS,Vans,NEU,852,formal,0
VIN,Vans,COL,180,casual,1
VIN,New Balance,WHT,647,formal,0
SOC,Adidas,COL,781,formal,0
ESP,New Balance,BLK,688,formal,1
FAS,Converse,NEU,613,sport,1
FAS,New Balance,BLK,619,sport,1
CAS,Adidas,WHT,790,sport,0
FAS,Nike,COL,702,sport,1
VIN,Nike,WHT,938,casual,1
ESP,Adidas,BLK,415,sport,0
VIN,Vans,WHT,756,casual,1
SOC,New Balance,WHT,451,casual,1
ESP,New Balance,WHT,317,casual,1
VIN,Converse,WHT,845,formal,1
SOC,Adidas,BLK,251,sport,1
FAS,Converse,NEU,174,casual,1
FAS,Converse,COL,350,sport,0
ESP,Nike,NEU,592,casual,1
FAS,Converse,COL,677,formal,0
SOC,Adidas,WHT,902,casual,1
ESP,Vans,WHT,209,sport,0
CAS,New Balance,BLK,322,sport,0
VIN,Vans,COL,715,casual,1
SOC,Adidas,NEU,279,casual,1
FAS,Converse,WHT,286,casual,1
ESP,Converse,COL,180,casual,1
FAS,Vans,COL,521,formal,0
FAS,New Balance,NEU,367,formal,0
SOC,Converse,BLK,397,sport,1
FAS,Nike,COL,444,sport,1
CAS,Nike,WHT,197,formal,1
SOC,New Balance,WHT,480,casual,0
ESP,New Balance,WHT,378,formal,1
ESP,New Balance,COL,195,casual,0
ESP,Adidas,BLK,660,formal,1
FAS,Adidas,WHT,479,sport,1
FAS,Adidas,NEU,195,formal,1
CAS,Adidas,BLK,192,formal,0
FAS,Adidas,COL,981,formal,0
VIN,Adidas,BLK,996,formal,1
VIN,Converse,NEU,724,formal,0
CAS,New Balance,NEU,449,sport,1
ESP,Converse,WHT,561,formal,1
ESP,New Balance,BLK,735,formal,1
VIN,Converse,COL,187,formal,0
CAS,New Balance,WHT,944,sport,1
ESP,Converse,NEU,700,sport,1
VIN,Nike,COL,345,formal,1
VIN,Nike,BLK,884,sport,0
SOC,Adidas,WHT,883,formal,0
CAS,Adidas,BLK,242,casual,1
FAS,Converse,BLK,382,casual,1
CAS,Adidas,BLK,411,casual,1
SOC,New Balance,WHT,701,sport,0
ESP,Adidas,COL,702,sport,1
SOC,New Balance,BLK,553,casual,1
CAS,Nike,WHT,445,sport,1
ESP,Adidas,COL,260,casual,0
CAS,Adidas,WHT,857,formal,1
CAS,Nike,BLK,483,casual,1
SOC,New Balance,COL,653,casual,1
SOC,Vans,NEU,864,formal,0
SOC,Vans,COL,999,casual,0
VIN,Adidas,BLK,910,sport,1
FAS,Adidas,WHT,571,sport,0
ESP,Adidas,WHT,175,casual,1
VIN,New Balance,COL,808,casual,0
ESP,Adidas,WHT,433,sport,0
SOC,Nike,NEU,583,sport,1
VIN,Nike,BLK,430,formal,1
SOC,Converse,WHT,848,casual,1
ESP,Nike,BLK,640,casual,0
SOC,Vans,COL,548,sport,0
FAS,Converse,NEU,785,casual,0
FAS,Nike,BLK,754,sport,1
FAS,Converse,COL,184,casual,1
CAS,Vans,WHT,893,formal,1
VIN,Adidas,BLK,426,formal,0
ESP,Vans,WHT,564,casual,1
ESP,Converse,WHT,552,casual,1
CAS,New Balance,BLK,615,casual,1
FAS,Vans,NEU,602,sport,0
ESP,Converse,WHT,266,casual,1
CAS,Adidas,WHT,484,casual,1
FAS,Vans,NEU,442,casual,1
ESP,Converse,COL,291,sport,0
SOC,Converse,COL,952,formal,0
CAS,Converse,COL,603,casual,0
VIN,Converse,WHT,581,casual,1
VIN,New Balance,NEU,595,casual,0
CAS,New Balance,BLK,661,formal,0
FAS,Nike,BLK,706,formal,0
VIN,Vans,NEU,690,casual,0
ESP,Adidas,NEU,977,sport,1
VIN,Vans,NEU,216,sport,0
ESP,Vans,NEU,643,casual,0
FAS,Converse,COL,237,sport,1
FAS,Converse,BLK,215,formal,1
FAS,Nike,WHT,126,casual,0
FAS,Nike,COL,488,formal,1
CAS,New Balance,NEU,875,sport,1
VIN,Vans,NEU,578,formal,1
SOC,Adidas,BLK,946,casual,0
ESP,Vans,COL,193,formal,1
CAS,Nike,BLK,714,casual,1
ESP,Adidas,COL,298,formal,0
ESP,Vans,WHT,708,casual,1
ESP,Converse,WHT,375,sport,1
ESP,New Balance,COL,281,sport,1
ESP,Nike,COL,652,sport,0
SOC,Adidas,COL,962,formal,1
SOC,Converse,NEU,483,formal,0
SOC,New Balance,WHT,349,sport,1
FAS,Adidas,NEU,635,formal,0
FAS,Converse,NEU,574,formal,1
VIN,Adidas,COL,775,sport,0
VIN,Adidas,BLK,153,formal,1
FAS,Adidas,WHT,441,casual,1
FAS,Vans,NEU,407,casual,0
ESP,Converse,NEU,604,casual,1
CAS,Vans,NEU,163,sport,1
SOC,New Balance,BLK,464,casual,0
VIN,Nike,COL,773,casual,1
VIN,Adidas,WHT,658,casual,1
SOC,Converse,WHT,681,sport,0
ESP,New Balance,NEU,298,casual,1
ESP,Nike,WHT,452,formal,1
ESP,Nike,COL,897,casual,1
CAS,Vans,WHT,656,casual,0
CAS,New Balance,COL,113,casual,1
ESP,New Balance,BLK,329,formal,1
VIN,New Balance,COL,777,casual,1
FAS,Adidas,WHT,244,formal,0
FAS,Vans,COL,435,casual,1
ESP,Converse,WHT,972,casual,1
SOC,Vans,BLK,522,casual,1
VIN,Adidas,COL,917,casual,1
SOC,Vans,BLK,623,sport,1
VIN,Vans,NEU,850,sport,0
ESP,Adidas,NEU,844,formal,1
CAS,Adidas,BLK,991,sport,0
FAS,Converse,WHT,484,sport,1
VIN,Converse,NEU,736,formal,0
FAS,Vans,COL,373,sport,1
FAS,Adidas,WHT,581,formal,1
VIN,New Balance,BLK,374,casual,1
VIN,Adidas,COL,664,formal,0
ESP,New Balance,BLK,388,sport,1
FAS,Nike,BLK,640,sport,0
CAS,Nike,COL,501,formal,1
VIN,Vans,WHT,845,sport,1
SOC,New Balance,COL,830,formal,1
ESP,Adidas,NEU,572,casual,0
VIN,Nike,COL,298,formal,0
CAS,New Balance,NEU,164,sport,0
VIN,Vans,NEU,196,sport,1
ESP,Vans,NEU,831,sport,1
CAS,Converse,NEU,433,casual,1
SOC,Adidas,NEU,338,sport,1
CAS,Vans,WHT,241,sport,1
VIN,New Balance,COL,590,casual,0
SOC,New Balance,BLK,642,formal,1
FAS,Nike,COL,657,formal,1
ESP,Converse,BLK,962,formal,1
CAS,Converse,WHT,653,formal,0
SOC,New Balance,BLK,507,sport,0
ESP,New Balance,BLK,616,formal,1
ESP,Vans,COL,196,casual,1
ESP,Vans,WHT,826,sport,0
FAS,Nike,COL,565,formal,1
FAS,Adidas,NEU,903,sport,1
VIN,Nike,NEU,618,casual,0
ESP,Nike,WHT,266,casual,1
CAS,New Balance,WHT,172,formal,1
SOC,Vans,COL,328,formal,0
VIN,Nike,BLK,920,casual,1
VIN,Adidas,COL,132,casual,0
CAS,Adidas,NEU,948,casual,0
FAS,Converse,WHT,348,sport,1
SOC,New Balance,NEU,615,formal,1
SOC,Adidas,COL,414,sport,0
VIN,New Balance,NEU,671,formal,1
CAS,Vans,WHT,442,casual,0
VIN,Converse,BLK,137,formal,1
CAS,Adidas,NEU,392,formal,1
CAS,Nike,NEU,372,sport,1
FAS,Converse,COL,405,formal,1
VIN,New Balance,BLK,824,sport,1
VIN,New Balance,COL,873,casual,0
VIN,New Balance,WHT,844,formal,1
VIN,Adidas,BLK,831,formal,0
ESP,Nike,COL,293,casual,1
FAS,Converse,WHT,698,sport,1
SOC,Converse,NEU,456,casual,1
CAS,Adidas,BLK,117,sport,1
ESP,Converse,BLK,730,formal,1
SOC,Vans,BLK,745,sport,1
VIN,Vans,BLK,531,sport,0
FAS,Converse,BLK,899,formal,0
SOC,New Balance,WHT,119,formal,0
CAS,Adidas,NEU,218,casual,1
VIN,Converse,NEU,279,sport,1
VIN,Nike,NEU,242,sport,0
VIN,Vans,WHT,702,casual,0
VIN,Adidas,NEU,200,casual,0
VIN,New Balance,WHT,330,formal,1
SOC,Vans,BLK,693,casual,0
CAS,New Balance,WHT,948,sport,1
CAS,Adidas,NEU,581,formal,1
VIN,Adidas,BLK,401,sport,0
VIN,Vans,BLK,593,casual,0
CAS,New Balance,NEU,827,formal,1
VIN,Vans,WHT,311,formal,1
CAS,Adidas,COL,212,sport,1
SOC,Adidas,COL,782,casual,1
ESP,Nike,COL,689,casual,1
SOC,Adidas,NEU,974,casual,0
CAS,New Balance,COL,126,formal,1
FAS,Converse,NEU,641,casual,0
VIN,Vans,NEU,232,casual,1
SOC,Adidas,COL,757,sport,0
FAS,Adidas,WHT,296,sport,1
ESP,Vans,BLK,145,casual,1
SOC,New Balance,NEU,761,formal,0
SOC,Nike,NEU,764,sport,0
ESP,New Balance,WHT,659,sport,1
FAS,Vans,BLK,350,sport,0
SOC,Vans,COL,897,sport,0
VIN,Converse,COL,219,formal,1
CAS,Vans,BLK,992,sport,1
ESP,Adidas,BLK,802,sport,0
CAS,Converse,COL,392,sport,1
VIN,Vans,COL,349,casual,1
ESP,Converse,WHT,429,casual,1
SOC,Vans,BLK,368,formal,0
ESP,New Balance,WHT,260,formal,1
FAS,Converse,WHT,470,formal,1
CAS,Adidas,BLK,941,sport,0
CAS,Converse,COL,764,sport,0
FAS,Nike,COL,383,sport,1
FAS,Converse,WHT,713,sport,0
FAS,Vans,COL,219,casual,0
ESP,Adidas,COL,432,sport,1
ESP,Adidas,BLK,217,casual,1
VIN,Nike,BLK,391,casual,1
CAS,Nike,BLK,232,sport,1
FAS,Adidas,COL,187,formal,0
ESP,Converse,BLK,921,sport,1
SOC,Vans,COL,299,sport,1
CAS,New Balance,COL,406,casual,0
FAS,Nike,WHT,505,sport,0
SOC,Vans,BLK,561,formal,1
SOC,Converse,NEU,497,sport,1
CAS,Vans,COL,260,sport,1
FAS,Vans,BLK,966,sport,1
SOC,New Balance,WHT,842,casual,0
ESP,Adidas,COL,319,casual,0
VIN,New Balance,WHT,314,sport,1
CAS,New Balance,WHT,206,casual,1
CAS,Vans,COL,235,sport,1
VIN,Nike,WHT,281,sport,0
ESP,Adidas,NEU,359,sport,1
FAS,Nike,BLK,994,formal,1
CAS,New Balance,BLK,201,casual,0
ESP,New Balance,WHT,283,casual,0
ESP,Vans,BLK,870,formal,0
SOC,Vans,COL,976,sport,1
ESP,Adidas,COL,152,formal,1
ESP,Vans,WHT,218,formal,1
VIN,Adidas,BLK,342,casual,1
FAS,Nike,WHT,847,formal,1
SOC,Vans,BLK,784,casual,0
SOC,New Balance,COL,697,sport,0
VIN,Adidas,NEU,307,formal,0
VIN,Adidas,WHT,948,sport,1
VIN,Adidas,BLK,670,sport,1
SOC,Vans,BLK,125,casual,1
SOC,Converse,BLK,816,sport,0
FAS,Converse,BLK,516,formal,1
CAS,New Balance,BLK,239,sport,1
VIN,Converse,NEU,655,sport,1
FAS,New Balance,WHT,262,sport,1
SOC,New Balance,NEU,485,formal,0
SOC,New Balance,BLK,675,formal,1
CAS,Vans,BLK,477,casual,1
VIN,Adidas,NEU,722,casual,1
VIN,Vans,COL,114,formal,1
ESP,Converse,WHT,817,formal,1
SOC,Nike,COL,332,casual,0
SOC,Vans,BLK,744,sport,0
VIN,New Balance,WHT,321,casual,1
CAS,Nike,NEU,135,sport,0
VIN,Vans,COL,130,casual,0
SOC,Vans,NEU,952,formal,1
SOC,New Balance,NEU,285,formal,1
CAS,Vans,NEU,794,formal,1
ESP,Converse,COL,631,formal,0
FAS,Converse,WHT,946,formal,1
SOC,Adidas,COL,177,formal,0
SOC,Converse,BLK,895,formal,1
FAS,Converse,COL,499,formal,1
FAS,Adidas,BLK,607,casual,0
CAS,Nike,WHT,732,formal,1
CAS,Vans,NEU,472,casual,1
CAS,Vans,BLK,684,casual,0
SOC,Nike,WHT,163,casual,1
ESP,New Balance,COL,235,formal,0
SOC,Vans,BLK,594,casual,1
ESP,Vans,BLK,754,casual,1
VIN,New Balance,BLK,613,casual,1
ESP,Converse,WHT,817,casual,1
CAS,New Balance,COL,681,formal,0
VIN,New Balance,COL,500,casual,0
FAS,Adidas,COL,257,casual,0
VIN,Vans,NEU,961,sport,1
VIN,New Balance,COL,850,formal,0
CAS,New Balance,BLK,989,sport,1
SOC,Adidas,BLK,983,sport,1
CAS,Vans,NEU,211,formal,1
ESP,New Balance,COL,645,formal,1
FAS,Vans,WHT,572,formal,0
ESP,Nike,COL,928,sport,0
FAS,New Balance,COL,911,sport,1
CAS,Vans,NEU,691,casual,1
VIN,Vans,WHT,812,casual,0
CAS,Converse,BLK,929,formal,1
CAS,Vans,BLK,958,sport,0
ESP,New Balance,WHT,959,casual,1
VIN,Adidas,COL,675,casual,0
VIN,Adidas,NEU,183,sport,0
ESP,Converse,BLK,374,casual,1
FAS,New Balance,NEU,791,sport,0
ESP,Converse,BLK,573,sport,0
VIN,Nike,WHT,474,sport,1
ESP,Vans,NEU,772,sport,1
FAS,Vans,BLK,892,casual,0
VIN,Nike,NEU,963,formal,1
VIN,Adidas,BLK,742,casual,0
FAS,Converse,BLK,115,formal,1
SOC,Converse,BLK,746,casual,1
VIN,Adidas,WHT,354,sport,0
SOC,Vans,BLK,568,casual,0
CAS,Nike,COL,234,formal,0
CAS,Converse,COL,915,casual,1
CAS,Adidas,NEU,569,formal,0
CAS,Vans,BLK,868,formal,0
ESP,New Balance,NEU,859,sport,1
VIN,Nike,WHT,458,sport,1
CAS,New Balance,COL,791,formal,1
SOC,Converse,COL,433,casual,0
FAS,Nike,COL,877,casual,1
CAS,Adidas,WHT,672,formal,1
SOC,Vans,NEU,923,sport,0
FAS,Vans,WHT,134,casual,1
ESP,Adidas,NEU,888,formal,1
ESP,Adidas,WHT,638,sport,1
ESP,Converse,BLK,718,formal,1
CAS,Adidas,NEU,369,sport,1
SOC,Nike,COL,992,sport,0
ESP,New Balance,COL,463,sport,0
SOC,Vans,BLK,762,sport,0
SOC,Adidas,COL,634,sport,0
SOC,Adidas,WHT,374,casual,1
CAS,Adidas,WHT,650,casual,0
VIN,New Balance,BLK,644,casual,1
SOC,New Balance,WHT,367,formal,0
VIN,Nike,COL,299,casual,1
VIN,Adidas,COL,182,formal,1
SOC,Adidas,NEU,790,sport,1
VIN,Adidas,WHT,681,sport,1
ESP,Nike,WHT,209,formal,0
CAS,Converse,WHT,946,sport,1
ESP,Converse,WHT,444,casual,1
SOC,New Balance,BLK,717,casual,0
FAS,Vans,WHT,369,casual,0
SOC,Nike,NEU,276,formal,1
ESP,New Balance,NEU,238,sport,0
FAS,New Balance,COL,953,casual,1
FAS,Converse,WHT,666,formal,1
ESP,Converse,COL,870,casual,1
VIN,Vans,COL,748,casual,0
FAS,Vans,COL,554,sport,1
FAS,Vans,BLK,872,formal,0
CAS,Nike,WHT,677,formal,1
CAS,Converse,COL,365,casual,0
VIN,New Balance,COL,574,sport,0
SOC,New Balance,BLK,270,formal,0
SOC,Vans,COL,819,formal,0
CAS,Vans,COL,950,formal,1
ESP,Adidas,COL,517,sport,1
CAS,Adidas,NEU,857,sport,0
CAS,Adidas,COL,876,formal,0
SOC,Converse,WHT,859,sport,0
SOC,Adidas,WHT,944,formal,1
ESP,Converse,WHT,484,casual,0
CAS,Adidas,BLK,975,casual,1
ESP,Converse,WHT,283,casual,1
FAS,Vans,COL,818,casual,1
FAS,Adidas,NEU,400,formal,0
SOC,Converse,NEU,471,sport,1
ESP,Adidas,WHT,879,casual,1
FAS,Adidas,COL,990,sport,0
FAS,Converse,COL,485,formal,1
CAS,New Balance,BLK,575,casual,1
FAS,Vans,BLK,368,formal,0
CAS,Converse,WHT,927,sport,1
FAS,Adidas,BLK,673,formal,1
FAS,Vans,NEU,460,casual,1
FAS,Adidas,COL,666,formal,1
ESP,Vans,WHT,583,casual,1
SOC,Vans,COL,466,casual,0
VIN,New Balance,BLK,324,sport,0
VIN,Vans,WHT,507,casual,0
CAS,Vans,BLK,102,casual,1
CAS,Vans,WHT,868,formal,1
ESP,Vans,NEU,569,casual,1
SOC,Converse,COL,877,formal,0
VIN,Converse,NEU,684,formal,0
VIN,Converse,NEU,959,formal,0
ESP,Vans,BLK,384,formal,1
ESP,Adidas,BLK,188,formal,0
SOC,Adidas,WHT,503,sport,1
SOC,Converse,BLK,419,sport,0
FAS,New Balance,NEU,715,sport,1
CAS,Converse,WHT,430,formal,0
VIN,Vans,NEU,669,casual,0
SOC,Adidas,BLK,653,sport,1
SOC,Vans,NEU,925,casual,0
FAS,New Balance,NEU,428,casual,0
CAS,Nike,WHT,424,sport,1
CAS,New Balance,BLK,929,formal,1
FAS,Adidas,WHT,975,formal,0
CAS,Nike,BLK,472,sport,1
VIN,Vans,BLK,453,casual,0
FAS,Converse,WHT,880,formal,1
FAS,Vans,WHT,392,formal,0
SOC,Vans,NEU,985,formal,0
SOC,New Balance,WHT,570,sport,1
FAS,Adidas,COL,965,formal,1
FAS,New Balance,WHT,442,casual,0
ESP,Adidas,COL,522,casual,1
ESP,Adidas,WHT,978,sport,1
CAS,Converse,COL,390,sport,1
VIN,Nike,WHT,955,sport,0
SOC,Nike,BLK,820,formal,1
SOC,Adidas,NEU,177,casual,0
VIN,Vans,WHT,593,sport,1
CAS,Vans,NEU,478,sport,1
CAS,Converse,WHT,233,formal,0
CAS,Nike,BLK,314,formal,1
VIN,New Balance,WHT,163,sport,0
VIN,Converse,WHT,785,formal,1
CAS,Vans,NEU,152,sport,0
CAS,New Balance,COL,405,sport,0
FAS,Adidas,NEU,860,sport,1
SOC,Vans,BLK,798,formal,0
VIN,Nike,NEU,229,formal,1
FAS,Converse,BLK,130,formal,1
ESP,Converse,COL,422,formal,1
CAS,Converse,WHT,728,formal,1
ESP,Adidas,WHT,106,sport,1
CAS,Adidas,WHT,595,sport,0
VIN,Converse,BLK,812,sport,1
ESP,Vans,WHT,107,casual,1
FAS,Adidas,NEU,419,formal,1
SOC,Vans,NEU,735,sport,1
ESP,New Balance,WHT,540,sport,1
CAS,Adidas,COL,392,formal,1
FAS,Nike,COL,968,casual,0
FAS,Nike,NEU,139,sport,1
VIN,Nike,WHT,627,sport,1
ESP,Vans,BLK,704,formal,1
VIN,Vans,NEU,107,casual,0
SOC,Adidas,BLK,338,casual,0
FAS,Converse,WHT,999,formal,1
FAS,Adidas,WHT,663,formal,1
FAS,Converse,WHT,494,sport,1
FAS,Vans,WHT,682,casual,0
ESP,Vans,WHT,155,sport,1
FAS,Nike,WHT,502,casual,0
CAS,Converse,NEU,450,formal,0
SOC,Vans,WHT,795,sport,1
VIN,Adidas,COL,704,casual,0
CAS,New Balance,BLK,211,formal,1
VIN,Nike,BLK,527,casual,0
VIN,Vans,BLK,383,sport,1
VIN,Adidas,NEU,964,sport,0
CAS,New Balance,NEU,898,formal,1
ESP,Adidas,BLK,340,formal,1
ESP,Vans,COL,301,casual,0
ESP,Adidas,COL,814,sport,0
VIN,Nike,NEU,894,sport,0
CAS,New Balance,WHT,279,sport,1
FAS,Converse,BLK,995,sport,1
FAS,Converse,NEU,557,sport,1
ESP,Vans,NEU,126,sport,1
VIN,Converse,NEU,603,sport,1
VIN,Nike,NEU,636,formal,0
VIN,Vans,WHT,381,casual,1
CAS,Converse,WHT,263,sport,1
FAS,New Balance,COL,757,formal,1
VIN,Converse,COL,168,sport,0
CAS,Converse,BLK,947,formal,1
FAS,Nike,NEU,323,sport,1
ESP,Vans,WHT,345,formal,1
VIN,New Balance,BLK,474,formal,0
ESP,Nike,NEU,390,sport,1
ESP,Converse,BLK,490,sport,0
VIN,Vans,WHT,639,formal,0
VIN,Converse,WHT,910,sport,1
FAS,New Balance,NEU,357,formal,0
ESP,Converse,NEU,781,sport,1
SOC,Vans,NEU,662,formal,1
FAS,Vans,COL,848,sport,1
VIN,Adidas,NEU,777,formal,1
VIN,Adidas,WHT,397,sport,1
CAS,Converse,WHT,283,formal,1
VIN,Nike,WHT,584,sport,1
FAS,Adidas,NEU,366,sport,1
VIN,Nike,NEU,750,casual,0
CAS,New Balance,NEU,805,sport,0
FAS,Nike,NEU,795,sport,0
FAS,Vans,COL,496,sport,0
SOC,Nike,BLK,234,formal,1
VIN,Adidas,WHT,969,formal,1
VIN,Adidas,NEU,722,casual,0
FAS,Vans,WHT,262,formal,1
CAS,New Balance,NEU,132,sport,0
ESP,Converse,COL,702,sport,0
VIN,Vans,BLK,373,formal,0
VIN,Nike,BLK,883,sport,0
SOC,Nike,NEU,748,formal,0
SOC,Nike,WHT,933,formal,1
FAS,Converse,COL,468,sport,1
ESP,Converse,COL,687,formal,1
VIN,Nike,COL,960,casual,0
CAS,Adidas,COL,274,formal,1
VIN,Converse,BLK,755,casual,0
CAS,Adidas,NEU,175,casual,1
VIN,Adidas,WHT,727,formal,0
FAS,Converse,WHT,506,formal,1
CAS,Nike,NEU,661,casual,1
FAS,Vans,BLK,881,casual,1
ESP,Converse,WHT,728,sport,0
SOC,Nike,BLK,121,sport,1
ESP,New Balance,WHT,832,formal,1
CAS,Adidas,COL,158,casual,0
VIN,Nike,COL,566,formal,0
CAS,Nike,WHT,493,formal,1
ESP,Converse,BLK,713,formal,1
VIN,Converse,COL,287,casual,1
FAS,Converse,COL,802,sport,0
ESP,Vans,WHT,534,sport,1
FAS,Converse,NEU,438,casual,1
VIN,Adidas,BLK,365,casual,0
FAS,Adidas,BLK,631,formal,0
VIN,Nike,BLK,537,formal,0
ESP,New Balance,NEU,348,casual,0
FAS,Adidas,COL,267,formal,0
VIN,New Balance,NEU,789,formal,1
SOC,New Balance,BLK,895,casual,1
VIN,Adidas,WHT,978,casual,1
FAS,Adidas,NEU,379,casual,1
CAS,Nike,BLK,885,casual,0
ESP,Vans,COL,142,sport,1
FAS,Nike,COL,668,casual,1
FAS,Adidas,BLK,390,sport,1
CAS,Vans,BLK,176,formal,0
CAS,Converse,BLK,152,sport,1
CAS,New Balance,COL,813,formal,1
FAS,Nike,COL,280,casual,1
FAS,Nike,NEU,129,sport,1
CAS,New Balance,NEU,317,sport,0
SOC,Nike,NEU,137,casual,1
ESP,Vans,WHT,932,sport,0
ESP,Vans,WHT,438,formal,0
